ID,isBus,displayNo,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,FALSE,50,Таслақ елаты - Арқа автовокзал - Гөне қала,Таслақ елаты,Убайдуллаев көшеси,Әжинияз көшеси,Алланияз қаҳарман,Арқа автовокзал,Аэропорт,9-мектеп (Терешкова),1-медицина колледжи,1-Республикалық емлеўхана,2-Республикалық емлеўхана,Әмиўдәрья кинотеатры,Балалар поликлиникасы,3-поликлиника,Орайлық базар,Мәденият колледжи,Спорт колледжи,Орайлық туўыў үйи,Гөне қала,,,,,,,,,,,,,,,,
61,FALSE,51,Орайлық базар - Наўқанбағ елаты,Орайлық базар,Мәденият колледжи,Ташкент мийманханасы,2-академиялық лицей (ҚМУ),108-бурылма,Әдиллик министрлиги,21-киши район,Светлана дүканы,Саўда орайы,АЖМҚШ (Гербиш заводы),Мед. снаб.,ККГлавснаб,ГУТАП,Арбашы аўыл,Наўқанбағ елаты,,,,,,,,,,,,,,,,,,,
62,FALSE,52,Орайлық базар - Таслақ елаты - Жулдызша балалар дем алыў орны,Орайлық базар,3-поликлиника,Ж. Аймурзаев көшеси,61-квартал (Черемушки),1-медицина колледжи,Теннис корты,Аэропорт,Арқа автовокзал,Узынкөл бөлими,28-мектеп,Автожолшылар қалашасы,6-поликлиника,Жулдызша балалар дем алыў орны,,,,,,,,,,,,,,,,,,,,,
63,FALSE,53,Орайлық базар - Жуўазшы елаты - Орайлық базар,Орайлық базар,Мәденият колледжи,ЮМС (МТС),2-академиялық лицей (ҚМУ),108-бурылма,Әдиллик министрлиги,21-киши район,Светлана дүканы,Саўда орайы,АЖМҚШ (Гербиш заводы),Телеорай,8-колледж,Қурылыс буйымлары базары,КК толаси,Саўда орайы,,,,,,,,,,,,,,,,,,,
64,FALSE,54,Орайлық базар - 1-Республикалық емлеўхана - Орайлық базар,Орайлық базар,Бажыхана,Амфитеатр,Пединститут (НМПИ),61-квартал (Черемушки),1-Республикалық емлеўхана,Тубдиспансер,Пединститут (НМПИ),,,,,,,,,,,,,,,,,,,,,,,,,,
65,FALSE,55,Орайлық базар - Қум аўыл елаты (С. Пиржанов),Орайлық базар,Бажыхана,Амфитеатр,Мәмлекетлик салық басқармасы,ТАТУ,К. Мамбетов көшеси,Қум аўыл елаты (С. Пиржанов),,,,,,,,,,,,,,,,,,,,,,,,,,,
66,FALSE,56,Алланияз қаҳарман (Транспартнер автобаза) - Арқа автовокзал - Темир жол вокзалы,Алланияз қаҳарман (Транспартнер автобаза),АЖМҚШ (Арқа автовокзал),Арқа автовокзал,Қ. Айымбетов көшеси,Жуқпалы кеселликлер емлеўханасы,Көк дүкан,Башкуртстан көшеси,5-мектеп (Гоголь),Әмиўдәрья кинотеатры,Қалалық емлеўхана,1-медицина колледжи,61-квартал (Черемушки),Пединститут (НМПИ),Мәмлекетлик салық басқармасы,ТАТУ,А. Темур көшеси,Қ. Саипов көшеси,1-академиялық лицей (ҚМУ),21-киши район,Түркстан кинотеатры,Өрт басқармасы,Экономика факультети (ҚМУ),Мединститут,Кардиодиспансер,Наркологиялық диспансер,Темир жол вокзалы,,,,,,,,
67,FALSE,57,Орайлық базар - Таслақ елаты (АЖМҚШ),Орайлық базар,3-поликлиника,Балалар поликлиникасы,5-мектеп (Гоголь),Медициналық лицей,Олимпия резервлери колледжи,2-медицина колледжи,Арқа автовокзал,Узынкөл бөлими,Әжинияз көшеси,Хожан аўыл,Д. Каипов көшеси,АЖМҚШ (Таслақ елаты),,,,,,,,,,,,,,,,,,,,,
68,FALSE,59,Орайлық базар - Әскерий гарнизон,Орайлық базар,Бажыхана,Амфитеатр,Мәмлекетлик салық басқармасы,ТАТУ,А. Темур көшеси,Қ. Саипов көшеси,Университет (ҚМУ),2-поликлиника,Экономика факультети (ҚМУ),60-дүкан,Әскерий гарнизон,,,,,,,,,,,,,,,,,,,,,,
69,FALSE,60,Орайлық базар - Арқа автовокзал - Жуқпалы кеселликлер емлеўханасы,Орайлық базар,3-поликлиника,Ж. Аймурзаев көшеси,3-академиялық лицей (ҚМУ),Дослық гүзары,Олимпия резервлери колледжи,Арқа автовокзал,Қ. Айымбетов көшеси,Жуқпалы кеселликлер емлеўханасы,,,,,,,,,,,,,,,,,,,,,,,,,
70,FALSE,61,Орайлық базар - Адай аўыл,Орайлық базар,3-поликлиника,Балалар поликлиникасы,Авто мектеп,Аграр университети,Гидро колледжи,Сельхоз колледжи,Адай аўыл,,,,,,,,,,,,,,,,,,,,,,,,,,
71,FALSE,62,Орайлық базар - Қоскөл-3,Орайлық базар,Мәденият колледжи,ЮМС (МТС),2-академиялық лицей (ҚМУ),108-бурылма,Әдиллик министрлиги,21-киши район,Светлана дүканы,Саўда орайы,Қоскөл-3 1-көше,Қоскөл-3 СПМК-260,,,,,,,,,,,,,,,,,,,,,,,
72,FALSE,63,Жийдели байсын елаты - Орайлық базар - 23-киши район,Жийдели байсын елаты,Сарыбай шайыр көшеси,Жийдели байсын 11-көше,Жийдели байсын орайы,Хожели гүзары,Экспедиция,ХАТП-16,Орайлық туўыў үйи,Спорт колледжи,Мәденият колледжи,Орайлық базар,Бажыхана,Орайлық почта,Дослық гүзары,Манғыт шайханасы,1-академиялық лицей (ҚМУ),21-киши район,Түркстан кинотеатры,Өрт басқармасы,Экономика факультети (ҚМУ),Мединститут,Кардиодиспансер,23-киши район,,,,,,,,,,,
73,FALSE,64,Орайлық базар - Узынкөл бөлими (Намуналы жайлар),Орайлық базар,3-поликлиника,Балалар поликлиникасы,Авто мектеп,Аграр университети,Гидро колледжи,Педагогика колледжи,АЖМҚШ (Ақманғыт гүзары),Ақманғыт гүзары,Узынкөл бөлими (Намуналы жайлар),,,,,,,,,,,,,,,,,,,,,,,,
74,FALSE,65,Орайлық базар - Саманбай елаты (Шорахан көшеси),Орайлық базар,3-поликлиника,Балалар поликлиникасы,Авто мектеп,Аграр университети,Гидро колледжи,1-академиялық лицей (Пединститут),Ақманғыт гүзары,У. Юсупов көшеси,Каттагар,29-мектеп,Саманбай елаты (Шорахан),,,,,,,,,,,,,,,,,,,,,,
75,FALSE,66,Орайлық базар - Каттагар аўыллық шыпакерлер пункти,Орайлық базар,3-поликлиника,Балалар поликлиникасы,5-мектеп (Гоголь),Башкуртстан көшеси,Көк дүкан,Водоканал 7-көше,Түйемойын (водоканал),Ақманғыт гүзары ЖХКБ посты,Ақманғыт гүзары,Каттагар аўыллық шыпакерлер пункти,,,,,,,,,,,,,,,,,,,,,,,
76,FALSE,67,Темир жол вокзалы - Орайлық базар,Темир жол вокзалы,Наркологиялық диспансер,Арақ шарап саўда орайы,Х. Режепов көшеси,Т. Жумамуратов көшеси,4-мектеп (Киров),А. Темур көшеси,ТАТУ,Мәмлекетлик салық басқармасы,Амфитеатр,Бажыхана,Орайлық базар,,,,,,,,,,,,,,,,,,,,,,
77,FALSE,68,Орайлық базар - Жуўазшы елаты,Орайлық базар,Мәденият колледжи,Ташкент мийманханасы,2-академиялық лицей (ҚМУ),Аквапарк,Қурылыс буйымлары базары,8-колледж,Телеорай,Жуўазшы елаты,,,,,,,,,,,,,,,,,,,,,,,,,
78,FALSE,69,Бестөбе елаты - Орайлық базар,Бестөбе елаты,Қараметалл,Нөкис темир буйымлар заводы,Қызкеткен елаты,Хожели гүзары,ҚҚ көтере саўда орайы,13-автобаза,АЖМҚШ (Гербиш заводы),Саўда орайы,5-поликлиника,21-киши район,Әдиллик министрлиги,108-бурылма,2-академиялық лицей (ҚМУ),Ташкент мийманханасы,Мәденият колледжи,Орайлық базар,,,,,,,,,,,,,,,,,
79,FALSE,70,Темир жол вокзал - Гөне қала - Ургенчтрансгаз,Темир жол вокзалы,Политехника колледжи,Прогресс мектеби,Троя дүканы,21-киши район,Университет (ҚМУ),Қ. Саипов көшеси,А. Темур көшеси,ТАТУ,Мәмлекетлик салық басқармасы,Амфитеатр,Бажыхана,Орайлық базар,3-поликлиника,Балалар поликлиникасы,Авто мектеп,Гөне қала,Орайлық туўыў үйи,Ургенчтрансгаз,,,,,,,,,,,,,,,
80,FALSE,71,Әжинияз мектеби - Орайлық базар,Әжинияз мектеби,Педагогика колледжи,Аграр университети,Авто мектеп,Балалар поликлиникасы,3-поликлиника,Орайлық базар,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,FALSE,72,Боз аўыл (6-көше) - Орайлық базар,Боз аўыл (6-көше),Телеорай,8-колледж,Қурылыс буйымлары базары,ПЭМК-1 электромонтаж,5-поликлиника,21-киши район,Әдиллик министрлиги,108-бурылма,2-академиялық лицей (ҚМУ),ЮМС (МТС),Мәденият колледжи,Орайлық базар,,,,,,,,,,,,,,,,,,,,,
82,FALSE,74,Жуқпалы кеселликлер емлеўханасы - Маткаримов көшеси (1-автобаза),Жуқпалы кеселликлер емлеўханасы,Мусаев көшеси,Арқа автовокзал,Аэропорт,9-мектеп (Терешкова),1-медицина колледжи,61-квартал (Черемушки),Пединститут (НМПИ),Мәмлекетлик салық басқармасы,А. Темур көшеси,Қ. Саипов көшеси,Университет (ҚМУ),21-киши район,Түркстан кинотеатры,Өрт басқармасы,Экономика факультети (ҚМУ),Арақ шарап саўда орайы,Маткаримов көшеси (1-автобаза),,,,,,,,,,,,,,,,
83,FALSE,75,Орайлық базар - Арқа автовокзал - 2-Республикалық туберкулезға қарсы гүресиў емлеўханасы,Орайлық базар,3-поликлиника,Балалар поликлиникасы,5-мектеп (Гоголь),Медициналық лицей,Олимпия резервлери колледжи,2-медицина колледжи,Арқа автовокзал,Узынкөл бөлими,М. Нызамов көшеси,Д. Каипов көшеси,24-мектеп,Космос лагери,ИИМ профилактика орайы,2-Республикалық туберкулезға қарсы гүресиў емлеўханасы,,,,,,,,,,,,,,,,,,,
84,FALSE,78,Таслақ елаты - Қурылыс буйымлары базары - Жуўазшы елаты - Таслақ елаты,Таслақ елаты (мал базар),Улуғбек көшеси,40-мектеп,Автожолшылар қалашасы,28-мектеп,Аралбаев көшеси,Узынкөл бөлими,Севинч кафеси,Арқа автовокзал,Аэропорт,9-мектеп (Терешкова),1-медицина колледжи,61-квартал (Черемушки),Пединститут (НМПИ),Мәмлекетлик салық басқармасы,ТАТУ,А. Темур көшеси,Қ. Саипов көшеси,Университет (ҚМУ),21-киши район,22-киши район,Светлана дүканы,Саўда орайы,АЖМҚШ (Гербиш заводы),Телеорай,8-колледж,Қурылыс буйымлары базары,КК толаси,Саўда орайы,,,,,
85,FALSE,80,Орайлық базар - Орайлық туўыў үйи - М. Дәрибаев көшеси,Орайлық базар,Мәденият колледжи,Спорт колледжи,Орайлық туўыў үйи,Байтерек,М. Дәрибаев көшеси,Сахыпқыран көшеси,Каттагар канал жағасы,,,,,,,,,,,,,,,,,,,,,,,,,,
86,FALSE,81,Түйемойын - Арқа автовокзал - Әскерий гарнизон,Түйемойын (водоканал),Жипек жолы дүканы,Жуқпалы кеселликлер емлеўханасы,Мусаев көшеси,Арқа автовокзал,Аэропорт,9-мектеп (Терешкова),1-медицина колледжи,61-квартал (Черемушки),Пединститут (НМПИ),Мәмлекетлик салық басқармасы,ТАТУ,А. Темур көшеси,Қ. Саипов көшеси,Университет (ҚМУ),Түркстан кинотеатры,Экономика факультети (ҚМУ),60-дүкан,Әскерий гарнизон,,,,,,,,,,,,,,,
87,FALSE,82,Темир жол вокзалы - Каттагар - Ақ жағыс елаты (Бухара көшеси),Темир жол вокзалы,Политехника колледжи,Прогресс мектеби,Троя дүканы,21-киши район,Университет (ҚМУ),А. Арзиев көшеси,Әдиллик министрлиги,108-бурылма,2-академиялық лицей (ҚМУ),ЮМС (МТС),Мәденият колледжи,Орайлық базар,3-поликлиника,Балалар поликлиникасы,Авто мектеп,Аграр университети,Гидро колледжи,1-академиялық лицей (Пединститут),Тогай хожалығы,У. Юсупов көшеси,Каттагар,29-мектеп,Ақ жағыс елаты (Бухара көшеси),,,,,,,,,,
88,FALSE,83,Қызкеткен елаты - Хожан аўыл - Қызкеткен елаты,Қызкеткен елаты,ГНС,ҚҚ Агротехника буйыртпа,Мрамор заводы,ГУТАП,Бажыхана терминал,Мед. снаб.,АЖМҚШ (Гербиш заводы),Саўда орайы,22-киши район,Темир жол вокзалы,Прогресс мектеби,Троя дүканы,21-киши район,Университет (ҚМУ),Қ. Саипов көшеси,А. Темур көшеси,ТАТУ,Мәмлекетлик салық басқармасы,Бердақ кинотеатры,61-квартал (Черемушки),1-Республикалық емлеўхана,9-мектеп (Терешкова),Аэропорт,Арқа автовокзал,АЖМҚШ (Арқа автовокзал),Т. Бердишукурова көшеси,А. Арзымов көшеси,Қызылқум көшеси,Хожан аўыл,Қызылқум көшеси,,,
89,FALSE,87,Жулдызша балалар дем алыў орны - Темир жол вокзалы,Жулдызша балалар дем алыў орны,Автожолшылар қалашасы,28-мектеп,Әжинияз көшеси,Алланияз қаҳарман,Арқа автовокзал,Аэропорт,9-мектеп (Терешкова),1-медицина колледжи,61-квартал (Черемушки),Пединститут (НМПИ),Мәмлекетлик салық басқармасы,ТАТУ,А. Темур көшеси,Қ. Саипов көшеси,1-академиялық лицей (ҚМУ),21-киши район,Троя дүканы,Прогресс мектеби,Политехника колледжи,Темир жол вокзалы,,,,,,,,,,,,,
90,FALSE,88,Орайлық автовокзал - Темир жол вокзалы - Таслақ елаты (АЖМҚШ),Орайлық автовокзал,Саўда орайы,Темир жол вокзалы,Политехника колледжи,Прогресс мектеби,Троя дүканы,21-киши район,Университет (ҚМУ),Қ. Саипов көшеси,А. Темур көшеси,ТАТУ,Мәмлекетлик салық басқармасы,Пединститут (НМПИ),61-квартал (Черемушки),1-медицина колледжи,9-мектеп (Терешкова),Аэропорт,Арқа автовокзал,Севинч кафеси,Әжинияз көшеси,Хожан аўыл,Д. Каипов көшеси,АЖМҚШ (Таслақ елаты),,,,,,,,,,,
91,FALSE,89,Саманбай елаты - Алланияз қаҳарман,Саманбай елаты,Каттагар,У. Юсупов көшеси,1-академиялық лицей (Пединститут),Гидро колледжи,Аграр университети,Авто мектеп,Әмиўдәрья кинотеатры,Қалалық емлеўхана,1-Республикалық емлеўхана,1-медицина колледжи,9-мектеп (Терешкова),Аэропорт,Арқа автовокзал,Узынкөл бөлими,Қызылқум көшеси,Алланияз қаҳарман,,,,,,,,,,,,,,,,,
92,FALSE,90,Орайлық базар - Алланияз қаҳарман елаты - Орайлық базар,Орайлық базар,3-поликлиника,Балалар поликлиникасы,5-мектеп (Гоголь),Башкуртстан көшеси,Көк дүкан,Қ. Айымбетов көшеси,Жипек жолы дүканы,Суўақаба (Водоканал),Алланияз қаҳарман МПЖ,Жипек жолы дүканы,,,,,,,,,,,,,,,,,,,,,,,
93,FALSE,91,Хожан аўыл - Орайлық базар,Хожан аўыл,Д. Каипов көшеси,М. Нызамов көшеси,Қызылқум көшеси,А. Арзымов көшеси,Т. Бердишукурова көшеси,АЖМҚШ (Арқа автовокзал),Арқа автовокзал,Аэропорт,9-мектеп (Терешкова),1-медицина колледжи,61-квартал (Черемушки),3-поликлиника,Орайлық базар,,,,,,,,,,,,,,,,,,,,
94,FALSE,92,Боз аўыл (6-көше) - Арқа автовокзал - Жуқпалы кеселликлер емлеўханасы,Боз аўыл (6-көше),Телеорай,АСГКШ,Темир жол вокзалы,Политехника колледжи,Прогресс мектеби,Троя дүканы,21-киши район,Университет (ҚМУ),Қ. Саипов көшеси,А. Темур көшеси,ТАТУ,Мәмлекетлик салық басқармасы,Пединститут (НМПИ),61-квартал (Черемушки),1-Республикалық емлеўхана,9-мектеп (Терешкова),Аэропорт,Арқа автовокзал,Мусаев көшеси,Жуқпалы кеселликлер емлеўханасы,,,,,,,,,,,,,
